index,X,Y,P
0,117.46103043808917,40.03971062974406,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,117.4605954693451,39.975021181601896,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,117.46016190431308,39.91033100536362,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,117.45972973794221,39.845640101326374,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,117.45929896520845,39.78094846979089,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,117.37694628315894,40.04001467704672,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,117.3765906402759,39.97532453710336,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7,117.37623614512225,39.9106336703506,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8,117.37588279356814,39.84594207708014,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,117.3755305815056,39.781249757587375,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10,117.29286097850701,40.040257708725676,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,117.2925846656291,39.975567015806085,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,117.29230924447599,39.91087559710558,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,117.29203471183894,39.84618345291162,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,117.29176106452617,39.78149058351525,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,117.20877478058235,40.04043972260356,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16,117.2085778009294,39.975748615540546,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
17,117.20838145697955,39.91105678346696,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18,117.20818574644531,39.84636422666698,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,117.20799066705122,39.781670945428445,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20,117.12468794585098,40.040560717049644,"[0, 0.21212121212121213, 0.12121212121212122, 0, 0, 0.12121212121212122, 0.12121212121212122, 0.030303030303030304, 0, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.18181818181818182]"
21,117.12457030171845,39.97586933468195,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,117.12445303725512,39.91117722781576,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,117.12433615109481,39.84648439673311,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,117.12421964187851,39.78179084171968,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
